# logfile for VINE (version 0.3.4), Tue May 19 17:16:25 2026
# Host: bam35 [Linux, release 4.18.0-553.123.1.el8_10.x86_64, x86_64]
# Command line: vine --format CRISPR --mean \
#   data/vine_no_migration/e15_rep1/E15_rep1_clone_vine_mean.nwk --nsamples 100 \
#   -j 16 data/laml/e15_rep1/E15_rep1_clone_character_matrix.tsv --logfile \
#   data/vine_no_migration/e15_rep1/E15_rep1_clone_vine.log 
#
state	ll	elbo	kld	half_trHS	elbo_bias	penalty	sigma.0	nu	lead_t	
250	-23212.711376	-23772.920679	541.421048	-294.357262	170.479000	18.788255	-1.928858	0.309699	0.000000	
# Average ELBO for last 50: -23991.009932
251	-23681.571376	-24242.126007	541.952168	-294.357262	170.479000	18.602463	-1.918484	0.311741	0.000000	
252	-23662.915757	-24223.825246	542.506585	-294.357262	170.479000	18.402904	-1.909200	0.315637	0.000000	
253	-23372.337304	-23933.633305	543.070782	-294.357262	170.479000	18.225219	-1.902849	0.320841	0.000000	
254	-23462.702154	-24024.473253	543.666922	-294.357262	170.479000	18.104177	-1.900661	0.326772	0.000000	
255	-23473.255414	-24035.629912	544.311945	-294.357262	170.479000	18.062553	-1.902830	0.333059	0.000000	
256	-23216.199013	-23779.317405	545.014587	-294.357262	170.479000	18.103805	-1.908648	0.338423	0.000000	
257	-23398.749539	-23962.721238	545.757004	-294.357262	170.479000	18.214695	-1.916814	0.343513	0.000000	
258	-23445.021203	-24009.929198	546.537108	-294.357262	170.479000	18.370887	-1.925587	0.349169	0.000000	
259	-23410.023190	-23975.879373	547.316759	-294.357262	170.479000	18.539424	-1.932928	0.354933	0.000000	
260	-23586.610636	-24153.354772	548.063082	-294.357262	170.479000	18.681054	-1.936993	0.360394	0.000000	
261	-23377.439286	-23945.034076	548.835083	-356.224249	162.642191	18.759708	-1.929274	0.366909	0.000000	
262	-22998.274491	-23566.314901	549.429915	-356.224249	162.642191	18.610496	-1.914807	0.368551	0.000000	
263	-23434.695956	-24002.950972	549.922590	-356.224249	162.642191	18.332426	-1.896349	0.368466	0.000000	
264	-23309.145870	-23877.463188	550.336618	-356.224249	162.642191	17.980700	-1.876481	0.367017	0.000000	
265	-23587.554131	-24155.882628	550.722599	-356.224249	162.642191	17.605898	-1.858644	0.365105	0.000000	
266	-23750.301920	-24318.694007	551.119301	-356.224249	162.642191	17.272786	-1.846754	0.363883	0.000000	
267	-23576.111766	-24144.741036	551.576774	-356.224249	162.642191	17.052496	-1.842831	0.361951	0.000000	
268	-23391.036336	-23960.154156	552.137684	-356.224249	162.642191	16.980136	-1.846245	0.359819	0.000000	
269	-23296.123547	-23865.947224	552.780577	-356.224249	162.642191	17.043100	-1.855261	0.356614	0.000000	
270	-23271.609856	-23842.316617	553.496789	-356.224249	162.642191	17.209971	-1.867988	0.352956	0.000000	
271	-23030.134803	-23601.842916	554.261223	-356.224249	162.642191	17.446889	-1.882361	0.348093	0.000000	
272	-23468.966882	-24041.732720	555.049424	-356.224249	162.642191	17.716414	-1.895873	0.344409	0.000000	
273	-23429.577150	-24003.375349	555.826518	-356.224249	162.642191	17.971681	-1.905740	0.341564	0.000000	
274	-23773.134090	-24347.872261	556.578938	-356.224249	162.642191	18.159233	-1.909977	0.341076	0.000000	
275	-23231.604606	-23807.090063	557.245405	-356.224249	162.642191	18.240053	-1.908280	0.339640	0.000000	
276	-23450.876507	-24026.914877	557.830703	-356.224249	162.642191	18.207667	-1.901632	0.338578	0.000000	
277	-23357.244240	-23933.673667	558.348397	-356.224249	162.642191	18.081029	-1.891597	0.337731	0.000000	
278	-23538.362016	-24115.080053	558.827346	-356.224249	162.642191	17.890691	-1.880117	0.338598	0.000000	
279	-23097.602324	-23674.554950	559.278435	-356.224249	162.642191	17.674191	-1.869574	0.338636	0.000000	
280	-23415.912189	-23993.101635	559.712916	-356.224249	162.642191	17.476530	-1.862465	0.339416	0.000000	
281	-23678.480383	-24256.015021	560.190751	-356.224249	162.642191	17.343887	-1.860394	0.341200	0.000000	
282	-23487.105685	-24065.129474	560.718466	-356.224249	162.642191	17.305324	-1.863416	0.343872	0.000000	
283	-23467.387495	-24046.086221	561.337121	-356.224249	162.642191	17.361605	-1.870438	0.345954	0.000000	
284	-23575.662777	-24155.159859	562.004386	-356.224249	162.642191	17.492696	-1.879724	0.348353	0.000000	
285	-23513.707285	-24094.093149	562.719059	-356.224249	162.642191	17.666804	-1.889032	0.351452	0.000000	
286	-23493.677971	-24074.940574	563.420385	-356.224249	162.642191	17.842217	-1.895848	0.354718	0.000000	
287	-23328.775108	-23910.834880	564.088574	-356.224249	162.642191	17.971198	-1.898277	0.356588	0.000000	
288	-23765.522222	-24348.230400	564.690901	-356.224249	162.642191	18.017277	-1.895939	0.359636	0.000000	
289	-23401.571903	-23984.830578	565.285755	-356.224249	162.642191	17.972920	-1.889809	0.360856	0.000000	
290	-23521.382695	-24105.056851	565.817266	-356.224249	162.642191	17.856890	-1.881694	0.360954	0.000000	
291	-23298.342163	-23882.353406	566.307374	-361.074229	117.244520	17.703868	-1.864567	0.363149	0.000000	
292	-23225.692834	-23809.778554	566.702670	-361.074229	117.244520	17.383051	-1.842513	0.361634	0.000000	
293	-22988.164988	-23572.192774	567.053515	-361.074229	117.244520	16.974271	-1.818099	0.357675	0.000000	
294	-23252.195064	-23836.097354	567.374865	-361.074229	117.244520	16.527426	-1.795072	0.353382	0.000000	
295	-23254.541297	-23838.375625	567.722903	-361.074229	117.244520	16.111425	-1.778720	0.348571	0.000000	
296	-23105.128921	-23689.094186	568.146043	-361.074229	117.244520	15.819223	-1.772162	0.342485	0.000000	
297	-23344.931142	-23929.313849	568.679912	-361.074229	117.244520	15.702795	-1.774481	0.335916	0.000000	
298	-22704.779425	-23289.869607	569.346265	-361.074229	117.244520	15.743917	-1.783418	0.328087	0.000000	
299	-23229.016912	-23815.001665	570.081846	-361.074229	117.244520	15.902908	-1.796859	0.321208	0.000000	
300	-23048.745952	-23635.802285	570.912816	-361.074229	117.244520	16.143517	-1.812790	0.314237	0.000000	
# Average ELBO for last 50: -23958.077666
# Reverting to parameters from iteration 298; ELB: -23289.87, LNL: -22704.78, LPRIOR: 0.00, KLD: 569.35, penalty: 15.74, LNL_mc: -23290.27, nu: 0.3359, lead_t: 0.0000
